gender (m=1 f=0),NE,MW,S,W,MD,Opioid,NonOpioid,over
0,1,0,0,0,0,11,76,1
1,0,0,1,0,1,1101,12312,1
1,0,0,1,0,1,0,695,0
0,0,0,1,0,0,0,11,0
0,0,0,1,0,0,0,618,0
1,0,0,1,0,1,329,11003,1
1,1,0,0,0,0,0,62,0
0,0,0,0,1,0,43,464,1
0,0,0,0,1,0,74,872,1
1,0,0,0,0,1,142,7279,1
0,0,0,0,1,1,52,1649,1
0,0,0,0,1,1,0,44,0
1,0,1,0,0,1,0,139,0
1,0,0,0,1,1,48,89,1
1,1,0,0,0,0,0,40,0
1,0,1,0,0,1,202,193,1
0,0,1,0,0,0,26,96,1
1,0,0,1,0,1,0,476,0
1,0,1,0,0,1,0,308,0
1,0,1,0,0,1,49,0,1
1,0,0,1,0,1,395,6386,1
1,0,0,0,1,1,37,280,1
0,1,0,0,0,0,0,1936,0
1,0,0,1,0,1,12,304,1
0,0,1,0,0,0,43,49,1
1,0,0,1,0,1,34,45,1
0,0,0,1,0,0,0,172,0
1,0,0,1,0,1,1146,14602,1
0,0,0,1,0,0,0,14,0
0,0,0,1,0,0,0,2427,1
1,0,0,1,0,0,41,0,1
1,1,0,0,0,1,0,200,1
1,0,0,1,0,1,28,54,1
1,0,1,0,0,1,344,4837,1
1,0,1,0,0,0,0,18,0
1,0,0,1,0,1,12,165,1
1,0,0,1,0,0,193,2188,1
1,0,0,0,1,1,20,1446,1
0,1,0,0,0,0,22,28,1
1,0,0,1,0,1,34,0,1
0,0,0,0,1,0,72,0,1
1,0,0,1,0,0,0,29,0
0,0,0,1,0,0,0,71,0
1,0,0,1,0,1,31,0,1
1,1,0,0,0,0,12,0,1
1,0,0,0,1,1,0,3719,0
1,0,0,0,1,0,244,5565,1
1,0,1,0,0,1,387,7553,1
1,1,0,0,0,1,0,25,0
0,0,0,0,1,0,62,881,1
1,0,0,1,0,1,84,11657,1
1,0,1,0,0,1,0,12,0
0,0,0,1,0,0,0,877,0
1,0,0,0,1,1,49,704,1
1,0,0,0,1,1,428,6166,1
0,0,0,1,0,1,0,62,1
0,0,0,1,0,1,0,32,0
1,0,1,0,0,1,0,32,0
1,0,0,1,0,1,29,91,1
0,1,0,0,0,1,0,24,0
1,0,0,1,0,1,0,301,0
0,0,0,0,1,1,0,35,0
1,0,0,0,1,1,0,11,0
1,0,1,0,0,1,107,222,1
1,0,0,0,1,1,59,350,1
1,0,0,1,0,0,0,53,1
1,0,1,0,0,1,94,56,1
1,0,0,0,1,1,0,204,0
1,0,0,1,0,1,0,383,0
1,1,0,0,0,1,0,19,0
1,1,0,0,0,1,0,28,0
0,0,0,0,1,1,0,20,0
0,0,0,0,1,0,0,431,0
0,0,0,1,0,0,16,354,1
1,0,0,0,1,1,755,5923,1
0,0,1,0,0,1,14,23,1
1,1,0,0,0,1,277,15170,1
0,0,1,0,0,1,0,14,0
1,0,0,0,1,1,812,13276,1
0,0,0,1,0,1,125,228,1
1,0,1,0,0,1,11,0,1
1,0,1,0,0,1,467,7821,1
0,0,1,0,0,0,211,193,1
1,0,1,0,0,1,0,65,0
1,0,0,1,0,1,134,264,1
1,0,0,1,0,1,0,321,0
1,1,0,0,0,1,0,1052,0
1,0,1,0,0,1,2428,27722,1
0,0,1,0,0,1,54,44,1
1,0,0,0,1,1,0,30,0
0,0,0,1,0,1,0,18,0
1,0,0,0,1,1,17,0,1
1,0,1,0,0,1,0,45,0
0,1,0,0,0,1,14,1003,1
0,1,0,0,0,1,64,22,1
1,0,0,1,0,1,49,72,1
1,0,1,0,0,1,23,917,1
0,0,0,1,0,1,385,368,1
1,1,0,0,0,1,0,1202,1
0,0,0,0,1,1,0,102,0
0,0,0,0,1,1,41,99,1
1,0,1,0,0,1,252,1518,1
0,1,0,0,0,1,0,57,0
1,0,0,0,1,1,237,7009,1
1,0,0,1,0,1,35,417,1
1,1,0,0,0,1,28,0,1
1,0,0,0,1,0,0,142,0
1,0,0,1,0,1,284,8148,1
1,0,0,0,1,1,437,8616,1
1,0,0,1,0,1,51,16,1
1,0,0,1,0,1,70,2331,1
1,0,0,1,0,1,16,659,1
0,1,0,0,0,1,118,8441,1
1,0,0,1,0,1,0,3301,0
0,0,1,0,0,1,0,22,0
0,0,0,1,0,0,32,0,1
1,0,0,1,0,1,0,50,0
0,0,0,0,1,1,0,99,0
1,0,1,0,0,1,888,11638,1
1,0,0,1,0,1,17,297,1
1,0,0,1,0,1,47,27,1
1,0,0,1,0,1,55,896,1
1,0,0,0,1,1,0,58,0
0,0,0,1,0,1,52,1189,1
0,0,1,0,0,0,0,1023,1
1,0,0,0,1,1,12,469,1
1,0,0,0,1,0,38,82,1
1,1,0,0,0,1,0,68,0
1,0,0,0,1,1,0,136,0
0,0,1,0,0,1,95,5355,1
1,0,1,0,0,1,30,173,1
0,1,0,0,0,0,64,166,1
1,0,0,0,1,1,0,122,0
1,1,0,0,0,1,0,11,0
0,0,0,1,0,0,0,147,0
1,0,0,0,1,1,2858,2327,1
0,0,0,1,0,1,0,697,0
0,0,0,1,0,1,0,606,0
0,1,0,0,0,1,0,424,0
0,0,0,1,0,1,0,14,0
1,0,1,0,0,1,453,8743,1
1,0,0,0,1,1,0,55,0
0,0,0,0,1,1,0,226,0
0,0,0,1,0,0,0,36,0
1,1,0,0,0,1,0,2145,0
0,0,0,1,0,0,15,0,1
0,0,1,0,0,0,0,32,0
1,1,0,0,0,1,0,1161,1
1,0,0,1,0,0,11,761,1
1,1,0,0,0,1,0,14,0
0,0,1,0,0,1,15,12,1
0,1,0,0,0,1,0,4054,1
0,0,1,0,0,1,149,2780,1
1,1,0,0,0,1,91,141,1
1,0,1,0,0,1,18,82,1
0,0,0,0,1,1,216,2397,1
1,0,0,0,1,0,101,662,1
0,0,1,0,0,0,0,805,0
1,0,1,0,0,1,548,11185,1
1,0,0,1,0,1,563,21247,1
1,0,0,1,0,1,107,27,1
1,0,0,1,0,1,0,87,0
1,1,0,0,0,1,0,12,0
0,0,0,0,1,1,0,27,0
1,0,0,0,1,1,60,1726,1
1,0,0,1,0,1,0,232,0
0,1,0,0,0,1,0,210,0
1,0,1,0,0,1,0,38,0
0,1,0,0,0,1,0,81,0
1,1,0,0,0,1,0,2755,0
1,0,0,1,0,1,13,0,1
1,0,0,1,0,1,18,2598,1
1,1,0,0,0,1,121,85,1
0,0,0,1,0,1,70,796,1
1,0,0,1,0,1,0,11,0
1,0,0,0,1,1,11,0,1
0,0,0,0,1,1,0,17,0
1,0,0,1,0,0,89,742,1
0,0,1,0,0,0,0,65,0
1,0,0,1,0,1,47,1192,1
0,0,0,0,1,1,0,116,0
1,0,0,1,0,1,0,11,0
1,0,0,0,1,1,13,130,1
1,1,0,0,0,1,0,65,0
1,0,1,0,0,1,0,477,0
1,0,1,0,0,1,672,7902,1
0,1,0,0,0,1,0,61,0
1,0,0,0,1,0,0,82,1
0,1,0,0,0,1,0,29,0
1,0,0,1,0,0,0,84,0
1,1,0,0,0,1,0,390,0
0,0,0,0,0,1,13,1143,1
1,0,0,1,0,1,11,83,1
1,0,0,1,0,1,0,462,0
1,0,0,1,0,0,201,211,1
1,0,0,0,1,1,99,2644,1
1,0,0,0,1,1,13,0,1
1,0,1,0,0,1,0,1445,0
1,0,0,0,1,1,0,25,0
0,0,1,0,0,1,0,106,0
1,1,0,0,0,1,0,1309,1
1,0,0,1,0,1,0,12,0
1,0,0,1,0,1,31,0,1
0,1,0,0,0,0,0,127,0
1,0,1,0,0,1,29,1082,1
1,0,0,1,0,1,68,3654,1
1,1,0,0,0,1,181,1316,1
1,0,0,0,1,0,121,58,1
1,1,0,0,0,1,0,532,0
0,1,0,0,0,0,12,0,1
1,1,0,0,0,1,0,133,0
1,0,0,1,0,1,65,801,1
0,0,0,0,1,1,0,153,0
1,0,1,0,0,1,108,2311,1
0,1,0,0,0,1,0,181,0
0,0,0,1,0,1,0,83,0
1,0,0,1,0,1,40,4548,1
0,0,1,0,0,0,0,775,0
1,0,1,0,0,1,0,14,0
0,0,1,0,0,1,38,316,1
0,0,0,0,0,1,129,5600,1
0,0,0,0,1,0,0,42,1
0,0,0,0,1,0,0,67,1
1,1,0,0,0,1,0,36,0
0,0,0,1,0,1,12,1713,1
0,0,0,1,0,0,76,1474,1
0,1,0,0,0,0,0,1582,0
0,1,0,0,0,1,122,229,1
0,1,0,0,0,1,51,36,1
1,1,0,0,0,1,0,64,0
0,0,0,1,0,1,0,207,0
1,0,0,1,0,1,189,31,1
0,0,0,0,1,0,0,754,0
1,0,0,1,0,1,19,15,1
1,0,1,0,0,0,0,11,0
1,0,0,0,1,1,23,52,1
1,0,0,0,1,1,111,3372,1
1,0,0,0,1,0,0,488,0
1,0,0,1,0,1,0,23,0
0,0,0,1,0,0,0,61,0
0,0,0,0,1,0,0,98,0
1,1,0,0,0,1,249,360,1
0,0,0,0,1,1,14,1507,1
1,0,1,0,0,1,0,197,0
1,0,0,0,1,0,0,25,0
0,0,0,1,0,1,0,384,0
1,1,0,0,0,1,0,14,0
1,0,0,0,1,1,27,71,1
0,0,0,1,0,0,199,3368,1
0,1,0,0,0,1,0,66,0
1,0,0,1,0,1,204,10853,1
1,1,0,0,0,1,0,245,0
1,1,0,0,0,1,958,3712,1
1,0,0,1,0,1,39,68,1
0,0,1,0,0,0,184,189,1
0,0,0,1,0,1,0,59,0
0,1,0,0,0,1,203,9369,1
0,0,1,0,0,0,48,1789,1
0,0,0,0,1,1,352,4766,1
1,0,0,1,0,1,0,12,0
0,0,0,1,0,0,29,171,1
1,0,1,0,0,0,0,61,0
1,1,0,0,0,1,0,74,0
1,0,1,0,0,1,245,2744,1
1,0,0,1,0,1,0,1046,0
0,0,1,0,0,1,565,10713,1
1,0,0,1,0,1,0,72,1
1,0,0,1,0,1,0,1586,1
0,0,0,1,0,1,1451,9189,1
1,0,0,1,0,1,278,15650,1
1,0,0,1,0,1,593,9424,1
0,1,0,0,0,0,279,1178,1
0,0,1,0,0,1,199,3454,1
1,0,0,0,1,1,212,4954,1
0,0,0,0,1,0,105,1118,1
1,0,1,0,0,1,0,57,1
0,1,0,0,0,1,0,137,0
1,0,1,0,0,1,0,30,0
1,0,1,0,0,1,36,0,1
1,0,0,0,1,1,0,929,0
1,0,0,0,1,1,0,19,0
1,0,0,1,0,1,309,626,1
1,0,0,1,0,1,0,19,0
1,0,0,1,0,1,0,27,0
0,0,1,0,0,1,0,11,0
0,0,0,1,0,0,0,84,0
0,0,1,0,0,1,0,11,0
0,0,0,1,0,1,70,2078,1
0,1,0,0,0,0,362,326,1
0,0,1,0,0,1,0,13,0
0,0,0,1,0,1,13,127,1
0,0,1,0,0,1,0,29,1
1,0,0,1,0,1,0,41,0
1,0,1,0,0,1,48,0,1
1,0,1,0,0,1,13,1424,1
0,0,0,0,1,1,0,156,0
0,1,0,0,0,1,16,4257,1
0,0,0,1,0,0,463,5335,1
0,0,0,1,0,1,14,0,1
0,0,1,0,0,1,0,125,0
1,0,0,0,1,1,61,142,1
1,0,1,0,0,1,18,0,1
0,0,0,1,0,0,0,46,0
0,1,0,0,0,0,218,4752,1
0,0,0,1,0,0,0,4733,0
1,0,0,0,1,1,322,5419,1
1,1,0,0,0,1,0,15,0
0,0,0,0,1,1,296,4291,1
1,1,0,0,0,1,0,22,0
1,1,0,0,0,1,702,12375,1
0,0,1,0,0,0,38,0,1
1,0,0,1,0,1,38,78,1
0,1,0,0,0,1,0,55,1
1,0,0,1,0,1,0,857,0
1,0,1,0,0,1,16,0,1
1,0,1,0,0,1,0,1125,0
1,0,0,1,0,1,19,0,1
0,0,1,0,0,0,0,62,0
1,0,1,0,0,1,351,7854,1
1,0,1,0,0,0,11,0,1
1,1,0,0,0,1,0,481,0
0,1,0,0,0,0,0,1467,0
0,0,0,1,0,1,0,27,0
0,0,0,0,1,1,0,29,0
1,0,0,1,0,1,145,82,1
0,0,0,0,1,1,0,270,0
0,1,0,0,0,1,0,136,0
1,0,1,0,0,1,0,387,0
1,0,0,1,0,1,187,5062,1
0,0,0,1,0,0,14,502,1
0,1,0,0,0,1,262,3120,1
1,1,0,0,0,1,0,143,0
0,1,0,0,0,1,0,274,0
1,0,1,0,0,1,0,25,0
1,0,1,0,0,1,25,152,1
1,0,1,0,0,1,1023,4563,1
0,0,1,0,0,1,218,2997,1
0,0,1,0,0,1,0,40,0
1,1,0,0,0,1,167,3984,1
0,0,0,0,1,1,125,1253,1
1,0,0,1,0,1,4283,3372,1
1,0,1,0,0,1,883,15678,1
0,0,0,1,0,1,70,5811,1
0,1,0,0,0,1,0,11,0
1,0,1,0,0,1,113,27,1
1,0,0,1,0,1,21,30,1
1,0,0,1,0,0,11,30,1
0,0,0,1,0,0,0,15,0
0,0,0,1,0,0,0,29,0
1,1,0,0,0,1,0,15,1
1,0,0,1,0,1,0,1066,0
1,0,0,1,0,1,23,0,1
1,0,0,1,0,1,23,0,1
1,1,0,0,0,1,0,365,0
1,1,0,0,0,1,0,590,0
0,0,0,1,0,0,50,2305,1
1,0,0,0,1,1,0,36,1
1,0,0,0,1,1,0,718,0
1,0,0,0,1,1,28,80,1
0,0,0,0,1,1,0,26,0
1,1,0,0,0,1,14,41,1
0,0,1,0,0,1,0,20,0
1,0,0,1,0,0,46,0,1
0,0,0,1,0,0,0,67,0
1,0,0,0,1,1,96,1692,1
1,1,0,0,0,1,0,12,0
0,1,0,0,0,0,0,171,0
0,0,0,0,1,1,0,22,0
1,0,0,1,0,1,543,8116,1
1,0,0,0,1,1,0,103,0
0,0,1,0,0,1,27,682,1
1,0,0,1,0,1,0,101,0
1,0,0,1,0,1,107,157,1
1,0,1,0,0,0,18,0,1
0,0,0,1,0,1,30,4266,1
1,0,1,0,0,1,145,1654,1
1,1,0,0,0,1,24,365,1
0,0,0,0,1,1,0,161,1
1,0,1,0,0,1,0,3768,1
0,0,0,1,0,1,12,30,1
1,1,0,0,0,1,14,0,1
1,0,0,1,0,1,0,59,1
1,1,0,0,0,0,0,143,0
1,1,0,0,0,1,24,0,1
0,0,0,1,0,0,0,12,0
1,0,0,1,0,1,26,273,1
1,0,0,0,1,1,544,6324,1
0,0,1,0,0,0,0,28,1
1,0,0,1,0,1,0,70,0
0,1,0,0,0,0,50,2354,1
1,1,0,0,0,1,0,86,0
0,0,0,1,0,0,59,849,1
1,1,0,0,0,1,0,35,0
1,0,1,0,0,1,27,174,1
0,0,1,0,0,1,0,11,0
1,0,1,0,0,1,64,901,1
1,0,0,0,1,1,171,388,1
1,0,0,1,0,1,220,13147,1
1,1,0,0,0,0,105,130,1
1,1,0,0,0,1,0,11,0
0,0,0,1,0,1,144,5683,1
1,1,0,0,0,1,73,1704,1
1,0,0,0,1,1,0,45,0
1,1,0,0,0,1,0,1107,0
0,0,0,1,0,1,0,15,0
0,1,0,0,0,0,0,12,0
1,0,1,0,0,0,317,2475,1
1,0,1,0,0,1,0,3203,0
1,0,1,0,0,1,18,76,1
1,1,0,0,0,1,0,12,0
1,0,1,0,0,1,0,75,0
1,0,1,0,0,1,47,1799,1
1,0,0,0,1,1,296,6688,1
0,0,0,0,1,0,0,1318,0
1,1,0,0,0,1,0,623,0
1,1,0,0,0,1,685,6731,1
1,0,1,0,0,0,0,12,0
1,1,0,0,0,1,0,414,1
1,0,0,0,1,1,207,2930,1
0,0,0,1,0,1,239,5352,1
1,0,0,0,1,0,0,11,0
0,1,0,0,0,0,31,6280,1
1,1,0,0,0,1,82,292,1
0,0,1,0,0,1,0,324,0
1,0,1,0,0,1,124,0,1
1,0,1,0,0,1,794,6256,1
1,1,0,0,0,0,17,44,1
1,0,0,0,1,1,17,23,1
0,0,1,0,0,1,26,893,1
1,0,0,1,0,1,22,19,1
1,0,1,0,0,1,392,3862,1
1,1,0,0,0,1,0,3401,0
1,0,0,1,0,1,0,59,0
1,1,0,0,0,1,0,325,0
0,1,0,0,0,1,0,349,0
0,0,1,0,0,0,0,265,0
0,1,0,0,0,1,0,40,0
1,1,0,0,0,1,57,34,1
1,0,1,0,0,0,0,26,0
0,0,1,0,0,0,122,787,1
0,0,1,0,0,0,18,208,1
0,0,1,0,0,0,13,266,1
0,0,0,1,0,0,88,675,1
1,0,0,1,0,1,26,1117,1
1,0,0,0,1,1,0,58,0
0,0,1,0,0,1,0,62,0
1,1,0,0,0,1,21,22,1
1,1,0,0,0,1,0,1874,0
0,0,0,1,0,0,48,314,1
1,0,0,1,0,1,125,6414,1
1,0,0,0,1,1,1552,5457,1
0,0,0,1,0,0,13,0,1
1,1,0,0,0,1,0,49,0
1,1,0,0,0,1,0,641,0
0,1,0,0,0,1,0,105,1
0,0,1,0,0,0,174,350,1
1,0,1,0,0,1,174,1561,1
1,0,1,0,0,1,0,1057,0
1,0,0,0,1,1,2174,21106,1
1,0,1,0,0,1,0,272,0
1,0,0,1,0,1,1082,589,1
0,0,0,0,1,1,0,149,0
1,0,1,0,0,1,85,396,1
0,1,0,0,0,0,45,729,1
0,0,0,1,0,0,13,0,1
1,0,0,1,0,1,0,70,0
1,0,1,0,0,1,102,332,1
1,0,0,0,1,1,105,2044,1
1,0,0,1,0,1,0,22,1
0,0,0,0,1,0,55,261,1
1,0,0,1,0,1,81,3449,1
1,0,1,0,0,0,71,78,1
0,0,0,1,0,1,339,2590,1
0,1,0,0,0,1,15,172,1
0,0,0,1,0,1,12,31,1
1,1,0,0,0,1,0,32,0
1,0,1,0,0,1,0,300,1
0,0,0,0,1,0,0,655,0
1,0,0,1,0,0,26,0,1
0,0,1,0,0,0,228,2020,1
1,0,0,1,0,1,41,93,1
0,0,1,0,0,1,20,484,1
1,1,0,0,0,1,57,159,1
1,0,0,1,0,1,650,12547,1
1,1,0,0,0,1,0,137,1
0,1,0,0,0,1,0,20,0
0,0,1,0,0,0,39,34,1
0,0,0,1,0,1,0,25,1
1,0,0,0,1,1,0,11,0
0,1,0,0,0,0,13,0,1
1,1,0,0,0,1,546,439,1
1,1,0,0,0,1,0,105,0
0,0,1,0,0,0,0,12,0
1,0,0,0,1,1,0,90,0
0,0,0,1,0,1,0,207,0
0,0,0,1,0,0,0,11,0
1,0,0,1,0,1,0,64,0
1,0,1,0,0,1,15,84,1
1,0,0,0,1,1,0,90,0
1,0,0,1,0,1,0,59,0
0,0,1,0,0,0,16,0,1
1,0,1,0,0,1,151,38,1
0,0,0,1,0,0,310,4494,1
0,0,0,1,0,0,51,809,1
1,0,0,0,1,1,0,95,0
0,0,0,1,0,0,0,263,0
1,0,0,1,0,1,0,2958,0
1,0,1,0,0,1,126,119,1
0,0,0,1,0,1,106,16,1
1,0,0,0,1,1,0,38,0
1,0,0,1,0,1,224,238,1
1,0,1,0,0,1,12,589,1
1,0,0,1,0,1,451,11148,1
0,0,0,0,1,1,14,628,1
1,0,0,1,0,0,124,98,1
1,0,0,1,0,1,25,1358,1
1,1,0,0,0,1,0,451,0
1,0,1,0,0,1,49,0,1
0,0,0,1,0,0,80,2417,1
1,0,1,0,0,1,67,122,1
1,0,1,0,0,0,0,20,1
0,0,1,0,0,0,33,673,1
1,0,0,1,0,1,0,21,0
0,0,1,0,0,1,0,205,0
1,0,0,1,0,1,11,885,1
1,1,0,0,0,1,0,31,0
1,0,0,0,1,0,0,3308,0
1,0,0,1,0,1,12,4630,1
0,0,0,0,1,1,0,134,0
1,0,0,1,0,1,78,338,1
1,0,1,0,0,1,73,1875,1
0,1,0,0,0,1,116,406,1
1,0,0,1,0,1,11,11,1
1,0,0,1,0,1,0,47,0
1,0,0,1,0,1,155,7580,1
0,0,0,1,0,1,0,28,0
0,1,0,0,0,1,48,2874,1
1,0,1,0,0,1,0,495,0
0,0,0,1,0,1,0,658,0
0,0,0,0,1,1,0,179,0
0,1,0,0,0,0,230,1326,1
1,0,0,1,0,0,64,60,1
1,0,0,1,0,1,1270,905,1
0,0,1,0,0,1,0,32,0
0,1,0,0,0,0,0,218,0
0,1,0,0,0,1,0,13,0
1,1,0,0,0,1,12,0,1
0,0,1,0,0,1,245,3293,1
1,0,0,0,1,1,686,4265,1
1,0,1,0,0,1,0,542,0
1,1,0,0,0,1,20,2329,1
0,0,1,0,0,0,0,804,0
0,1,0,0,0,1,0,45,0
1,0,0,0,1,1,0,453,0
0,0,1,0,0,1,617,17305,1
1,0,0,0,1,1,0,27,0
0,0,0,1,0,1,0,61,0
0,1,0,0,0,0,30,243,1
1,1,0,0,0,1,0,221,0
1,0,0,1,0,1,0,34,0
0,0,0,1,0,0,0,458,0
1,0,0,0,1,1,124,3379,1
1,0,0,1,0,1,756,3606,1
1,0,1,0,0,1,0,26,0
1,0,1,0,0,1,0,58,0
1,0,0,1,0,1,0,69,1
0,0,0,1,0,1,0,2436,0
0,0,0,1,0,0,0,274,0
1,0,0,1,0,1,73,84,1
0,0,0,0,1,1,34,51,1
1,0,0,0,1,1,90,0,1
1,0,0,1,0,1,176,5825,1
1,0,0,1,0,1,229,4280,1
0,0,0,1,0,1,0,16,0
1,1,0,0,0,1,0,363,1
1,0,0,0,1,1,23,144,1
1,1,0,0,0,1,122,2728,1
1,0,0,1,0,0,12,53,1
0,1,0,0,0,0,0,12,0
1,0,0,1,0,1,32,24,1
1,0,0,1,0,1,12,696,1
0,0,1,0,0,0,25,200,1
0,0,1,0,0,1,0,235,0
0,1,0,0,0,1,21,17,1
1,0,1,0,0,1,0,32,0
0,0,0,1,0,1,0,110,0
1,0,1,0,0,1,0,247,0
1,0,0,1,0,1,0,2571,0
1,1,0,0,0,1,14,176,1
0,0,1,0,0,1,176,164,1
0,1,0,0,0,0,0,229,0
0,0,1,0,0,0,0,107,1
1,0,0,1,0,1,32,1274,1
1,0,1,0,0,1,578,5991,1
1,0,1,0,0,1,0,12,0
1,0,0,0,1,1,0,12,0
1,1,0,0,0,1,557,13073,1
1,0,0,1,0,0,52,44,1
1,0,1,0,0,1,195,4173,1
1,0,1,0,0,1,0,56,0
0,1,0,0,0,0,0,791,0
0,0,0,1,0,0,22,2139,1
1,1,0,0,0,1,0,7804,1
0,1,0,0,0,0,0,57,0
1,1,0,0,0,1,13,140,1
1,0,0,1,0,1,0,97,0
1,0,0,1,0,1,0,12,0
1,0,0,1,0,1,140,3279,1
1,0,1,0,0,1,159,291,1
1,0,0,1,0,1,288,3716,1
1,0,0,1,0,1,0,121,0
1,0,0,0,1,1,1226,9336,1
1,0,0,1,0,1,282,6250,1
0,0,0,0,1,0,17,53,1
1,0,0,1,0,1,1567,14137,1
1,1,0,0,0,1,0,11,0
1,1,0,0,0,1,0,119,0
0,0,1,0,0,0,44,490,1
1,0,0,1,0,1,61,251,1
0,0,1,0,0,0,0,463,0
1,1,0,0,0,1,0,2089,1
0,0,1,0,0,1,705,8329,1
0,0,0,1,0,1,241,318,1
1,0,1,0,0,1,0,904,0
1,0,0,1,0,1,141,124,1
1,0,0,1,0,1,341,3496,1
1,0,0,1,0,1,823,16649,1
1,0,0,1,0,0,54,0,1
1,0,0,1,0,1,0,141,1
1,0,0,0,1,0,0,591,0
0,0,0,1,0,1,0,1906,0
0,0,0,0,1,0,0,14,0
1,0,0,1,0,1,0,20,0
1,0,1,0,0,1,21,0,1
1,0,0,1,0,1,88,161,1
0,0,0,0,1,1,12,72,1
1,0,0,0,1,1,1186,16805,1
1,0,1,0,0,1,844,13854,1
1,0,1,0,0,1,12,416,1
1,0,0,1,0,1,123,282,1
1,0,0,0,1,1,231,5437,1
1,0,0,1,0,0,0,110,0
1,0,0,1,0,1,13,173,1
1,0,0,0,1,1,30,497,1
1,0,0,0,1,1,0,11,0
1,0,0,0,1,1,0,3880,0
1,0,0,0,1,1,0,562,0
1,0,0,0,1,1,54,0,1
1,0,0,0,1,1,276,4112,1
0,0,0,0,1,0,0,87,1
1,1,0,0,0,1,0,70,0
1,0,0,0,1,1,153,2311,1
0,0,1,0,0,0,0,35,0
1,1,0,0,0,1,0,31,0
0,0,0,0,1,1,59,2075,1
1,1,0,0,0,1,80,69,1
1,0,1,0,0,1,0,44,0
0,0,0,1,0,0,62,4231,1
0,0,0,1,0,1,24,12,1
1,0,1,0,0,1,32,668,1
1,0,1,0,0,1,0,234,1
0,0,1,0,0,0,0,24,0
1,0,0,1,0,0,18,578,1
0,1,0,0,0,1,100,1616,1
0,0,0,0,1,0,0,214,1
1,0,1,0,0,1,979,10799,1
1,0,1,0,0,1,19,50,1
1,1,0,0,0,1,0,34,1
1,1,0,0,0,1,0,1771,1
0,0,1,0,0,1,0,143,0
1,0,0,1,0,1,3186,2402,1
1,1,0,0,0,0,0,33,1
0,0,0,1,0,0,0,47,0
0,0,0,1,0,1,0,11,0
0,0,1,0,0,0,0,537,0
1,0,0,1,0,1,0,845,0
1,1,0,0,0,1,26,26,1
0,1,0,0,0,1,0,49,0
1,0,0,0,1,1,0,13,0
1,1,0,0,0,1,0,180,0
1,0,1,0,0,1,0,12,0
1,0,0,0,1,1,486,7194,1
1,0,1,0,0,1,47,79,1
0,1,0,0,0,1,0,1539,1
0,0,0,1,0,1,0,24,0
1,1,0,0,0,1,138,4099,1
1,0,0,1,0,1,252,5267,1
1,0,1,0,0,1,0,1019,0
1,0,0,1,0,1,0,4817,0
1,0,0,0,1,1,77,4732,1
1,0,0,1,0,1,60,264,1
1,0,1,0,0,1,0,15,0
0,0,0,1,0,1,51,34,1
0,0,1,0,0,0,0,57,0
1,0,0,1,0,1,0,139,0
1,1,0,0,0,1,0,2346,0
1,0,0,1,0,1,42,0,1
1,0,0,1,0,1,0,1615,0
1,0,1,0,0,1,0,32,0
0,0,0,0,1,1,270,4914,1
1,0,1,0,0,1,0,506,0
0,0,0,1,0,1,25,2663,1
0,0,0,1,0,1,0,21,0
1,0,1,0,0,1,27,0,1
0,0,1,0,0,0,156,110,1
1,0,1,0,0,1,0,576,0
1,1,0,0,0,1,0,397,0
1,0,1,0,0,1,0,73,1
1,0,1,0,0,1,46,235,1
1,0,0,1,0,1,29,585,1
1,0,0,0,1,1,578,3283,1
1,0,0,1,0,1,0,1859,0
1,0,0,1,0,1,0,801,0
1,0,0,1,0,1,395,7933,1
0,0,0,1,0,0,297,6712,1
1,0,0,1,0,0,0,92,0
0,1,0,0,0,1,136,3315,1
1,0,0,1,0,1,30,58,1
1,1,0,0,0,1,0,285,0
1,0,0,1,0,1,0,34,0
1,0,1,0,0,1,342,8346,1
1,0,1,0,0,1,0,28,0
1,0,1,0,0,1,0,14,0
1,0,1,0,0,1,0,12,1
1,0,0,1,0,1,13,3087,1
1,0,0,0,1,1,0,861,1
1,0,0,1,0,1,11,0,1
0,0,0,1,0,1,0,56,0
1,0,0,0,1,1,27,0,1
1,0,1,0,0,1,98,58,1
0,0,0,1,0,0,0,13,0
1,0,0,1,0,1,60,2132,1
1,0,0,1,0,1,11,2331,1
1,1,0,0,0,1,0,339,0
1,1,0,0,0,1,0,70,0
1,1,0,0,0,1,0,64,0
1,0,0,0,0,1,42,151,1
1,0,0,0,1,1,0,69,1
1,0,1,0,0,1,0,893,0
0,0,1,0,0,1,129,700,1
0,0,0,1,0,1,169,186,1
1,1,0,0,0,1,0,635,0
0,0,0,1,0,1,91,663,1
1,0,1,0,0,1,0,25,0
1,0,0,0,1,1,0,109,0
0,1,0,0,0,1,0,46,0
1,1,0,0,0,1,16,124,1
1,0,0,1,0,1,22,721,1
1,0,0,0,1,1,58,99,1
0,1,0,0,0,0,0,100,0
1,0,0,1,0,1,0,12,0
1,1,0,0,0,1,0,600,0
1,0,1,0,0,1,0,36,0
1,0,0,1,0,1,0,12,0
1,1,0,0,0,1,0,6546,0
0,0,1,0,0,1,90,1621,1
0,0,0,1,0,1,13,15,1
0,0,1,0,0,0,0,63,0
0,0,1,0,0,0,0,1706,0
0,0,0,1,0,1,12,143,1
0,0,1,0,0,1,14,127,1
1,0,1,0,0,1,30,659,1
1,0,0,1,0,1,0,372,0
